,Marka_Model,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Kasa_Tipi,Konfor Group,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Model_Yili,Max_Güc,Garanti,Aktarma,Konum
0,Volkswagen Passat,Beyaz,205.0,250.0,4.0,50.0,4.5,16.0,7,Hatchback,14,1.6 ,Dizel,Otomatik,17,150,Garantisiz,Önden Çekiş,Marmara Bölgesi
