,Marka_Model_0,Marka_Model_1,Marka_Model_2,Marka_Model_3,Marka_Model_4,Marka_Model_5,Marka_Model_6,Marka_Model_7,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Konfor Group,Tsi(Turbo Supercharger Injection),Yakit,Max_Güc,Garanti,Aktarma,Renk_Açık Gri,Renk_Açık Kırmızı,Renk_Açık Mavi,Renk_Açık Sarı,Renk_Bakır,Renk_Bej,Renk_Beyaz,Renk_Beyaz Siyah,Renk_Bronz,Renk_Fildişi,Renk_Gri,Renk_Gri Siyah,Renk_Gümüş,Renk_Kahverengi,Renk_Koyu Gri,Renk_Koyu Kırmızı,Renk_Koyu Mor,Renk_Koyu Turuncu,Renk_Kırmızı,Renk_Kırmızı Beyaz,Renk_Kırmızı Siyah,Renk_Lacivert,Renk_Mavi,Renk_Mavi Beyaz,Renk_Mavi Siyah,Renk_Metalik Beyaz,Renk_Metalik Gri,Renk_Metalik Kırmızı,Renk_Metalik Mavi,Renk_Metalik Siyah,Renk_Metalik Yeşil,Renk_Sarı,Renk_Sarı Siyah,Renk_Siyah,Renk_Turuncu,Renk_Yeşil,Kasa_Tipi_Arazi aracı,Kasa_Tipi_Cabriolet,Kasa_Tipi_Cityvan,Kasa_Tipi_Coupe,Kasa_Tipi_Hatchback,Kasa_Tipi_MPV,Kasa_Tipi_Minibüs,Kasa_Tipi_Pick-up,Kasa_Tipi_Sedan,Kasa_Tipi_Wagon,Sanziman,Model_Yili,Konum_Akdeniz Bölgesi,Konum_Ege Bölgesi,Konum_GüneyDoğu Anadolu Bölgesi,Konum_Karadeniz Bölgesi,Konum_Marmara Bölgesi,Konum_İç Anadolu Bölgesi,Fiyat
0,0,0,0,0,0,0,0,1,170.0,95.0,3.0,40.0,4.099999904632568,12.0,5,8,1.0,3,75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,0,0,0,400000
1,0,0,0,0,0,0,0,1,175.0,230.0,4.0,40.0,4.5,16.0,6,10,1.6,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,1,0,411500
2,0,0,0,0,0,0,0,1,175.0,230.0,4.0,40.0,4.5,16.0,5,8,1.6,2,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,415000
3,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,7,11,1.6,2,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,445000
4,0,0,0,0,0,0,0,1,187.0,175.0,3.0,40.0,5.800000190734863,12.0,8,13,1.0,3,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,450000
5,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,8,13,1.6,2,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,467000
6,0,0,0,0,0,0,1,0,172.0,250.0,4.0,55.0,5.900000095367432,16.0,6,10,2.0,2,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,472000
7,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,7,11,1.6,2,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,475000
8,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,7,11,1.6,2,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,495000
9,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,7,11,1.6,2,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,499900
10,0,0,0,0,0,0,0,1,187.0,175.0,3.0,40.0,5.800000190734863,12.0,8,12,1.0,3,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,502000
11,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,502000
12,0,0,0,0,0,0,0,1,187.0,175.0,3.0,40.0,5.800000190734863,12.0,7,11,1.0,3,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,1,0,0,0,0,520000
13,0,0,0,0,0,0,1,1,196.0,200.0,3.0,50.0,5.699999809265137,12.0,4,14,1.0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,529900
14,0,0,0,0,0,0,0,1,185.0,250.0,4.0,40.0,4.5,16.0,7,11,1.6,2,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,530000
15,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,555000
16,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,8,17,1.6,2,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,1,0,0,0,556000
17,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,8,17,1.6,2,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,575000
18,0,0,0,0,0,1,0,0,181.0,340.0,4.0,70.0,7.400000095367432,16.0,4,10,2.0,2,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,575900
19,0,0,0,0,0,1,0,0,163.0,250.0,4.0,70.0,7.199999809265137,16.0,5,9,2.0,2,114,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,585900
20,0,0,0,0,0,0,0,1,187.0,175.0,3.0,40.0,5.800000190734863,12.0,9,14,1.0,3,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,595000
21,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,607000
22,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,632000
23,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,636900
24,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,639900
25,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,650000
26,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,655000
27,0,0,0,0,0,0,1,1,204.0,200.0,4.0,50.0,6.300000190734863,16.0,7,15,1.4,3,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,660000
28,0,0,0,0,0,0,1,1,196.0,200.0,3.0,50.0,5.699999809265137,12.0,7,15,1.0,3,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,675000
29,0,0,0,0,0,1,0,1,208.0,200.0,4.0,59.0,4.400000095367432,16.0,7,14,1.4,3,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,680000
30,0,0,0,0,0,1,0,1,208.0,200.0,4.0,59.0,6.800000190734863,16.0,9,18,1.4,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,1,0,715000
31,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,740000
32,0,0,0,0,0,1,0,1,204.0,250.0,4.0,59.0,4.5,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,1,0,750000
33,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,7,14,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,752500
34,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,1,0,0,0,0,755000
35,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,760000
36,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,7,14,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,770000
37,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,9,16,1.6,2,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,773900
38,0,0,0,0,0,1,1,0,181.0,340.0,4.0,70.0,7.199999809265137,16.0,8,11,2.0,2,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,1,0,0,779500
39,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,9,18,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,782500
40,0,0,0,0,0,1,0,1,208.0,200.0,4.0,59.0,4.400000095367432,16.0,9,18,1.4,3,125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,782950
41,0,0,0,0,0,1,1,1,200.0,250.0,4.0,58.0,7.300000190734863,16.0,11,18,1.4,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,790000
42,0,0,0,0,0,1,0,1,208.0,200.0,4.0,59.0,4.400000095367432,16.0,9,18,1.4,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,1,792000
43,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,794500
44,0,0,0,0,0,0,1,1,198.0,250.0,4.0,50.0,4.099999904632568,16.0,7,15,1.6,2,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,795000
45,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,795000
46,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,795000
47,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,805000
48,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,1,0,0,0,0,0,805000
49,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,820000
50,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,1,0,0,0,0,0,820000
51,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,820900
52,0,0,0,0,0,1,1,1,200.0,250.0,4.0,58.0,7.300000190734863,16.0,8,17,1.4,3,150,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,829900
53,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,9,17,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,860000
54,0,0,0,0,0,1,0,1,208.0,200.0,4.0,59.0,4.400000095367432,16.0,8,16,1.4,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,1,865000
55,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,1,0,0,0,0,875900
56,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,880000
57,0,0,0,0,0,1,1,0,181.0,340.0,4.0,70.0,7.199999809265137,16.0,8,11,2.0,2,150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,883900
58,0,0,0,0,0,1,0,1,240.0,500.0,4.0,66.0,6.800000190734863,16.0,9,17,2.0,2,240,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,905000
59,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,9,17,1.6,2,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,922900
60,0,0,0,0,0,1,1,1,200.0,250.0,4.0,58.0,7.300000190734863,16.0,9,18,1.4,3,150,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,930000
61,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,10,19,1.6,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,1,0,0,0,0,0,982000
62,0,0,0,0,0,1,0,1,206.0,250.0,4.0,59.0,4.599999904632568,16.0,8,16,1.6,2,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,1,0,0,0,990000
63,0,0,0,0,1,0,0,0,220.0,250.0,4.0,66.0,7.400000095367432,16.0,7,14,1.5,3,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,1,0,0,0,1385000
64,0,0,0,0,1,0,0,1,210.0,250.0,4.0,68.0,7.400000095367432,16.0,10,12,1.5,3,152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,0,1,820000
65,0,0,0,0,1,0,1,0,240.0,480.0,4.0,60.0,6.400000095367432,16.0,9,15,2.0,2,235,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0,1,0,1990000
66,0,0,0,0,1,0,1,1,206.0,200.0,3.0,50.0,5.800000190734863,12.0,9,12,1.0,3,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,1,0,760500
67,0,0,0,0,1,0,1,1,205.0,250.0,4.0,50.0,4.199999809265137,16.0,8,11,1.6,2,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,1,0,799950
68,0,0,0,0,1,0,1,1,205.0,250.0,4.0,50.0,4.199999809265137,16.0,8,11,1.6,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0,0,0,0,1,0,821750
69,0,0,0,0,1,0,1,1,202.0,250.0,4.0,50.0,4.199999809265137,16.0,9,12,1.6,2,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,1,0,0,0,0,855000
70,0,0,0,0,1,0,1,1,202.0,250.0,4.0,50.0,4.199999809265137,16.0,9,13,1.6,2,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,1,0,890000
71,0,0,0,0,1,1,0,0,197.0,250.0,4.0,50.0,4.900000095367432,16.0,5,12,1.6,2,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,898000
72,0,0,0,0,1,0,1,1,222.0,250.0,4.0,50.0,6.5,16.0,7,14,1.5,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,1187500
73,0,0,0,0,1,0,1,1,222.0,250.0,4.0,50.0,6.5,16.0,6,11,1.5,3,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,1192500
74,0,0,0,0,1,1,0,1,235.0,400.0,4.0,58.0,5.599999904632568,16.0,10,14,2.0,2,190,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,1,0,1725000
75,0,0,0,0,1,1,0,1,235.0,400.0,4.0,58.0,5.599999904632568,16.0,10,14,2.0,2,190,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,1,0,0,1939750
