web-scraper-order,web-scraper-start-url,linkgetter,linkgetter-href,MarkaAdi,Modeladi,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Model_Yili,Kasa_Tipi,Konfor Group,Rehin_Durum,Haciz_Durum,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Max_Güc,Garanti,Aktarma,Konum_detay,Konum_sehir,Fiyat
"1669746914-1050","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431493","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","479.750₺"
"1669746923-1051","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431492","Volkswagen","Polo","Kırmızı","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","491.000₺"
"1669746934-1052","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431567","null","null","null","null","null","null","null","null","null","[]","null","null","[]","null","null","null","null","null","null","null","null","null","null","null"
"1669746942-1053","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432284","Volkswagen","Polo","Turuncu","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Gebze","Kocaeli","495.000₺"
"1669746951-1054","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431513","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","496.250₺"
"1669746959-1055","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432269","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Kartal","İstanbul","497.000₺"
"1669746967-1056","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431573","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","501.500₺"
"1669746976-1057","https://dod.com.tr/arac-arama?page=70","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431512","Volkswagen","Polo","Turuncu","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","504.750₺"
"1669746992-1058","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431569","Volkswagen","Polo","Siyah","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","504.750₺"
"1669747001-1059","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432285","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Gebze","Kocaeli","505.000₺"
"1669747009-1060","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432422","Volkswagen","Polo","Derin Siyah","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOD City Esenyurt","İstanbul","505.000₺"
"1669747018-1061","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431514","Volkswagen","Polo","Gri","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","508.750₺"
"1669747026-1062","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432244","Volkswagen","Polo","Saf Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Ankara","Ankara","510.000₺"
"1669747035-1063","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223432535","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOD City Esenyurt","İstanbul","510.000₺"
"1669747044-1064","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431525","Volkswagen","Polo","Mavi","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","510.750₺"
"1669747054-1065","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431574","Volkswagen","Polo","Beyaz","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","510.750₺"
"1669747062-1066","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431489","Volkswagen","Polo","Kırmızı","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","511.750₺"
"1669747071-1067","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431495","Volkswagen","Polo","Mavi","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","514.000₺"
"1669747079-1068","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431490","Volkswagen","Polo","Kırmızı","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","515.000₺"
"1669747088-1069","https://dod.com.tr/arac-arama?page=69","Volkswagen Polo","https://dod.com.tr/arac-detay/Volkswagen/Polo/223431564","Volkswagen","Polo","Kırmızı","187 Km/h","175","3","40","5.2","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2019","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları6 Hoparlör - 6HAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Radyo Cd - RCYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","95 Hp","Garantisiz","Önden Çekiş","DOS","İstanbul","515.000₺"
