web-scraper-order,web-scraper-start-url,linkgetter,linkgetter-href,MarkaAdi,Modeladi,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Model_Yili,Kasa_Tipi,Konfor Group,Rehin_Durum,Haciz_Durum,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Max_Güc,Garanti,Aktarma,Konum_detay,Konum_sehir,Fiyat
"1669749699-1345","https://dod.com.tr/arac-arama?page=46","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/223429747","Volkswagen","T-ROC","Kırmızı","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Port Bagaj - PB Spor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Kartal","İstanbul","833.000₺"
"1669749716-1346","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/223429712","Volkswagen","Passat","Beyaz","220 Km/h","250","4","59","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","3 Aylık DOD Garanti","Önden Çekiş","Tamaş","İstanbul","850.000₺"
"1669749724-1347","https://dod.com.tr/arac-arama?page=45","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/220100362","Volkswagen","T-ROC","Açık Kırmızı","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör-6HAlüminyum Alaşım Jant -AJArka Kol Dayama - KDÇok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Port Bagaj - PB Spor Koltuklar-SK Yol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Aykan Adana","Adana","850.000₺"
"1669749733-1348","https://dod.com.tr/arac-arama?page=45","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/223432200","Volkswagen","T-ROC","Mavi","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSGeri görüş kamerasıHidrolik Direksiyon - HD Panoramik açılır cam tavanPort Bagaj - PB Spor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","3 Aylık DOD Garanti","Önden Çekiş","Avek A.Ş.","İstanbul","864.900₺"
"1669749741-1349","https://dod.com.tr/arac-arama?page=45","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/225500984","Volkswagen","T-ROC","Turuncu","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik Donanımları""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Erçal","Samsun","869.750₺"
"1669749749-1350","https://dod.com.tr/arac-arama?page=45","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/224200496","Volkswagen","T-ROC","Kırmızı","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Port Bagaj - PB Spor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Gökmen","Konya","875.000₺"
"1669749758-1351","https://dod.com.tr/arac-arama?page=45","Volkswagen T-roc","https://dod.com.tr/arac-detay/Volkswagen/T-roc/224200410","Volkswagen","T-ROC","Kırmızı Siyah","205 Km/h","250","4","50","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK6 Hoparlör - 6HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Port Bagaj - PB Spor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Gökmen","Konya","880.000₺"
"1669749766-1352","https://dod.com.tr/arac-arama?page=45","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/221700174","Volkswagen","Tiguan","Beyaz","202 Km/h","250","4","60","6.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Port Bagaj - PB Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Avek Çanakkale","Çanakkale","883.500₺"
"1669749774-1353","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/223431608","Volkswagen","Passat","Siyah","205 Km/h","250","4","59","4.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","120 Hp","DS Garantisi","Önden Çekiş","Avek Ümraniye","İstanbul","889.900₺"
"1669749783-1354","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/221700177","Volkswagen","Passat","Beyaz","205 Km/h","250","4","59","4.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","120 Hp","DS Garantisi","Önden Çekiş","Avek Çanakkale","Çanakkale","889.900₺"
"1669749791-1355","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/223431117","Volkswagen","Passat","Beyaz","205 Km/h","250","4","59","4.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","120 Hp","DS Garantisi","Önden Çekiş","Avek A.Ş.","İstanbul","889.900₺"
"1669749799-1356","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/221700172","Volkswagen","Passat","Beyaz","205 Km/h","250","4","59","4.5","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Lastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","120 Hp","DS Garantisi","Önden Çekiş","Avek Çanakkale","Çanakkale","889.900₺"
"1669749808-1357","https://dod.com.tr/arac-arama?page=45","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/213418792","Volkswagen","Passat","Gri","220 Km/h","250","4","59","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı-SFÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör-8HAlüminyum Alaşım Jant -AJArka Kol Dayama - KDÇok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Torpido Gözü Soğutması - TGSYol Bilgisayari - YBYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","DOD City Esenyurt","İstanbul","890.000₺"
"1669749824-1358","https://dod.com.tr/arac-arama?page=44","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/225500526","Volkswagen","Passat","Kahverengi","220 Km/h","250","4","59","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Özön Samsun","Samsun","903.750₺"
"1669749833-1359","https://dod.com.tr/arac-arama?page=44","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/225500532","Volkswagen","Passat","Siyah","220 Km/h","250","4","59","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Sedan","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Özön Samsun","Samsun","903.750₺"
"1669749841-1360","https://dod.com.tr/arac-arama?page=44","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/221700119","Volkswagen","Tiguan","Gri","202 Km/h","250","4","60","6.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Port Bagaj - PB Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Avek Çanakkale","Çanakkale","909.000₺"
"1669749849-1361","https://dod.com.tr/arac-arama?page=44","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/221700137","Volkswagen","Tiguan","Siyah","202 Km/h","250","4","60","6.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Port Bagaj - PB Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Avek Çanakkale","Çanakkale","909.000₺"
"1669749858-1362","https://dod.com.tr/arac-arama?page=44","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/223431150","Volkswagen","Tiguan","Kahverengi","202 Km/h","250","4","60","6.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Port Bagaj - PB Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Avek Ümraniye","İstanbul","909.900₺"
"1669749866-1363","https://dod.com.tr/arac-arama?page=44","Volkswagen Tiguan","https://dod.com.tr/arac-detay/Volkswagen/Tiguan/223430586","Volkswagen","Tiguan","Beyaz","202 Km/h","250","4","60","6.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2020","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Port Bagaj - PB Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.5 Lt","Benzin","Otomatik","150 Hp","DS Garantisi","Önden Çekiş","Avek A.Ş.","İstanbul","909.900₺"
