web-scraper-order,web-scraper-start-url,linkgetter,linkgetter-href,MarkaAdi,Modeladi,Renk,Hiz,MaxTork,Silindir,Depo,Tuketim,Sübap,Guvenlik Group,Model_Yili,Kasa_Tipi,Konfor Group,Rehin_Durum,Haciz_Durum,Tsi(Turbo Supercharger Injection),Yakit,Sanziman,Max_Güc,Garanti,Aktarma,Konum_detay,Konum_sehir,Fiyat
"1669731918-461","https://dod.com.tr/arac-arama?page=115","Volkswagen Caravelle","https://dod.com.tr/arac-detay/Volkswagen/Caravelle/224200440","Volkswagen","Caravelle","Beyaz","181 Km/h","340","4","70","6.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2016","Cityvan","[{""Konfor Group"":""Konfor AksesuarlarıAlüminyum Alaşım Jant - AJArka Koltuk Kliması - AKK Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Ön Camlar - 2OECElektrikli ve Isıtmalı AynaHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC MP3lü CD ÇalarYol Bilgisayarı - YBYükseklik Ayarlı Direksiyon - YADYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Gökmen","Konya","840.000₺"
"1669731926-462","https://dod.com.tr/arac-arama?page=115","Volkswagen Passat","https://dod.com.tr/arac-detay/Volkswagen/Passat/225500659","Volkswagen","Passat","Gece Mavisi","206 Km/h","250","4","66","4.6","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Anahtarsız Sistem - KG Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön Sis Farı - SFÖn ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıYolcu Hava Yastığı""}]","2016","Sedan","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAhsap Kaplama Konsol- AKK Alüminyum Alaşım Jant - AJArka Kol Dayama - KDÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli Sürücü KoltuğuElektrikli ve Isıtmalı AynaElektrikli Yolcu KoltuğuElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Isıtmalı Yolcu KoltuğuMP3lü CD ÇalarTorpido Gözü Soğutması - TGSYol Bilgisayarı - YB""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","120 Hp","Garantisiz","Önden Çekiş","Erçal","Samsun","949.950₺"
"1669731933-463","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/203415018","Audi","A3","Metalik Mitos Siyah","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant -AJÇok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","DOD City Esenyurt","İstanbul","665.000₺"
"1669731941-464","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223429329","Audi","A3","Metalik Mitos Siyah","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","DOD City Esenyurt","İstanbul","675.500₺"
"1669731949-465","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223429365","Audi","A3","Beyaz","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Altur","İstanbul","690.000₺"
"1669731957-466","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223430051","Audi","A3","Siyah","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","Erya","İstanbul","695.900₺"
"1669731965-467","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/220700119","Audi","A3","Beyaz","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Başaran Ağır Vasıta","Antalya","722.000₺"
"1669731973-468","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223500831","Audi","A3","Mavi","211 Km/h","200","3","50","5.5","12","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSSpor Koltuklar - SK Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1 Lt","Benzin","Otomatik","116 Hp","1 Yıllık DOD Garanti","Önden Çekiş","Vosmer Bornova","İzmir","735.000₺"
"1669731981-469","https://dod.com.tr/arac-arama?page=115","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/225400330","Audi","A3","Siyah","202 Km/h","250","4","50","4.1","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Hatchback","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BK8 Hoparlör - 8HAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Spoiler - S Yol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","Erkur DOD","Sakarya","745.000₺"
"1669731997-470","https://dod.com.tr/arac-arama?page=114","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/220700111","Audi","A3","Beyaz","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Başaran Ağır Vasıta","Antalya","772.000₺"
"1669732005-471","https://dod.com.tr/arac-arama?page=114","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223429824","Audi","A3","Metalik Mitos Siyah","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik Donanımları""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Altur","İstanbul","780.000₺"
"1669732013-472","https://dod.com.tr/arac-arama?page=114","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223500860","Audi","A3","Mavi","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Vosmer Gaziemir","İzmir","795.000₺"
"1669732021-473","https://dod.com.tr/arac-arama?page=114","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/223429827","Audi","A3","Kosmos Mavi","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","3 Aylık DOD Garanti","Önden Çekiş","Altur","İstanbul","795.000₺"
"1669732028-474","https://dod.com.tr/arac-arama?page=114","Audi A3","https://dod.com.tr/arac-detay/Audi/A3/224200342","Audi","A3","Beyaz","205 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Bi-Xenon Far - BXEN Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Far Yıkama - FY Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları2 Bölgeli Otomatik Klima - 2BKAlüminyum Alaşım Jant - AJÇok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","Gökmen","Konya","820.000₺"
"1669732036-475","https://dod.com.tr/arac-arama?page=114","Audi Q2","https://dod.com.tr/arac-detay/Audi/Q2/213421660","Audi","Q2","Beyaz","197 Km/h","250","4","50","4.4","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Arazi aracı","[{""Konfor Group"":""Konfor Aksesuarları4 Hoparlör-4HAlüminyum Alaşım Jant -AJCD Çalar - CD Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Direksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Sesli Kumanda Sistemi - SKSYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.6 Lt","Dizel","Otomatik","116 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Maslak","İstanbul","850.000₺"
"1669732045-476","https://dod.com.tr/arac-arama?page=114","Audi A4","https://dod.com.tr/arac-detay/Audi/A4/223432352","Audi","A4","Parlak Siyah","237 Km/h","400","4","54","4.8","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör - 8HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Manuel Klima - AC Sesli Kumanda Sistemi - SKSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Otomatik","190 Hp","Garantisiz","Önden Çekiş","Altur","İstanbul","900.000₺"
"1669732052-477","https://dod.com.tr/arac-arama?page=114","Audi A4","https://dod.com.tr/arac-detay/Audi/A4/223426214","Audi","A4","Ibis Beyazı","210 Km/h","250","4","54","6.7","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park Ikazi - PS Elekt. Çekiş Kontrol Sistemi -Elektronik Fren Basinç DagilimElektronik Stabilite Programı Fren Asistanı-BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklaÖn Yan hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları8 Hoparlör-8HAdaptif Süspansiyon Sistemi - Alüminyum Alaşım Jant -AJArka Görüntü Kamerası - AGK CD Çalar - CD Çok fonksiyonlu Direksiyon-FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı Ayna - Elektronik Direksiyon Ayarı - Elektro-Servo Direksiyon - ELSHız Sabitleyici - CC Hidrolik Direksiyon - HD Manuel Klima - AC Sesli Kumanda Sistemi - SKSYol Bilgisayari - YBYükseklik Ayarlı S.KoltuğuYükseklik Ayarlı Y.Koltuğu""}]","Yok*","Yok*","1.4 Lt","Benzin","Otomatik","150 Hp","Garantisiz","Önden Çekiş","Doğuş Oto Ankara","Ankara","930.000₺"
"1669732060-478","https://dod.com.tr/arac-arama?page=114","Audi A4","https://dod.com.tr/arac-detay/Audi/A4/223430325","Audi","A4","Metalik Yeşil","231 Km/h","400","4","54","4.9","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Wagon","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Panoramik Cam Tavan - PCTPort Bagaj - PB Sesli Kumanda Sistemi - SKSSpoiler - S Torpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Otomatik","190 Hp","3 Aylık DOD Garanti","Önden Çekiş","Altur","İstanbul","960.000₺"
"1669732068-479","https://dod.com.tr/arac-arama?page=114","Audi A4","https://dod.com.tr/arac-detay/Audi/A4/223300543","Audi","A4","Mavi","235 Km/h","400","4","58","5.1","16","[{""Guvenlik Group"":""Güvenlik DonanımlarıABS Fren - ABS Arka Park İkazı - PS Elekt. Çekiş Kontrol SistemiElektronik Fren Basınç DağıtımıElektronik Stabilite Programı Fren Asistanı - BAS Karanlık Sensörlü Farlar - KSFLastik Basınç Sensörleri - LBSÖn Park İkazı - ÖPİ Ön ve Arka Tavan Hava YastıklarıÖn Yan Hava YastıklarıSürücü Hava YastığıUzak.Kum.Merk.Kilit - UKMKYolcu Hava Yastığı""}]","2017","Sedan","[{""Konfor Group"":""Konfor Aksesuarları4 Bölgeli Otomatik Klima - 4BK8 Hoparlör - 8HAdaptif Süspansiyon SistemiAlüminyum Alaşım Jant - AJCD Çalar - CD Çok Fonksiyonlu Direksiyon - FDDeri Direksiyon - DDi Deri Vites Topuzu - DVTDireksiyondan K. Müzik SistemiElektrikli Açılır Tavan  - EATElektrikli Arka Camlar - 2AECElektrikli ve Isıtmalı AynaElektronik Direksiyon AyarıElektro-Servo Direksiyon - ELSHidrolik Direksiyon - HD Sesli Kumanda Sistemi - SKSTorpido Gözü Soğutması - TGSYol Bilgisayarı - YBYükseklik Ayarlı Sürücü KoltuğuYükseklik Ayarlı Yolcu Koltuğu""}]","Yok*","Yok*","2 Lt","Dizel","Otomatik","190 Hp","Garantisiz","4x4","Opat Mersin","Mersin","980.000₺"
"1669732079-480","https://dod.com.tr/arac-arama?page=114","Audi A4","https://dod.com.tr/arac-detay/Audi/A4/222000149","null","null","null","null","null","null","null","null","null","[]","null","null","[]","null","null","null","null","null","null","null","null","null","null","null"
